
---------- Begin Simulation Statistics ----------
simSeconds                                   2.827240                       # Number of seconds simulated (Second)
simTicks                                 2827239743906                       # Number of ticks simulated (Tick)
finalTick                                2827239743906                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    521.32                       # Real time elapsed on the host (Second)
hostTickRate                               5423210588                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8624396                       # Number of bytes of host memory used (Byte)
simInsts                                     98771609                       # Number of instructions simulated (Count)
simOps                                      176034253                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   189464                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     337669                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                         13333                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        212048283                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.146855                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.465798                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       180790679                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     2783                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      189332962                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3507                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4759201                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7142657                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 295                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           210535406                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.899293                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.435933                       # Number of insts issued each cycle (Count)
system.cpu.rename.idleCycles                114097652                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                20877403                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          23944                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  25210820                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              50097471                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              181043301                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents               1852677                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 867502                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                 100564                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents               44912805                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           373443201                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   669645736                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                235288163                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   1450182                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             364688498                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  8754696                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     842                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 832                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  32845012                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        383531644                       # The number of ROB reads (Count)
system.cpu.rob.writes                       362274279                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 98771609                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  176034253                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   108                       # Number of system calls (Count)
system.mem_ctrl.avgPriority_cpu.inst::samples   8805414.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.data::samples  24559662.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.priorityMinLatency       0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrl.priorityMaxLatency       0.331090795024                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrl.numReadWriteTurnArounds         86351                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrl.numWriteReadTurnArounds         86351                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrl.numStayReadState             74466920                       # Number of times bus staying in READ state (Count)
system.mem_ctrl.numStayWriteState             1436833                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrl.readReqs                     32646861                       # Number of read requests accepted (Count)
system.mem_ctrl.writeReqs                    10179379                       # Number of write requests accepted (Count)
system.mem_ctrl.readBursts                   32646861                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrl.writeBursts                  10179379                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrl.servicedByWrQ                  801805                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrl.mergedWrBursts                8659359                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrl.neitherReadNorWriteReqs             0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrl.avgRdQLen                        1.20                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrl.avgWrQLen                       25.23                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrl.numRdRetry                          0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrl.numWrRetry                          0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrl.readPktSize::0                5299179                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::1                  14408                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::2                4562415                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::3               13965445                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::4                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::5                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::6                8805414                       # Read request sizes (log2) (Count)
system.mem_ctrl.writePktSize::0                786031                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::1                  1351                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2               2073719                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3               7318278                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                 24291634                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                  6678276                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                   551030                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                   190203                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    52447                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                    40676                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                    34316                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                     5011                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                      706                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                      223                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                     186                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                     147                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                      67                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                      60                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                      27                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                      10                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                       8                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                       8                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                       6                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                       5                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                       3                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                       3                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                       3                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                   68332                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                   69117                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                   85808                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                   86375                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                   86490                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                   86470                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                   86477                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                   86460                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                   86448                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                   86435                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                   86418                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                   86432                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                   86405                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                   86396                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   86381                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                   86375                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   86367                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   86355                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                     464                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        86351                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean      368.784206                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev    7228.271396                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-32767        86333     99.98%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::32768-65535            2      0.00%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::65536-98303            2      0.00%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::98304-131071            8      0.01%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::557056-589823            1      0.00%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::753664-786431            1      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::884736-917503            4      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          86351                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        86351                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       17.602471                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      17.582802                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       0.814013                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16             17250     19.98%     19.98% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17               718      0.83%     20.81% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18             67619     78.31%     99.12% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19               637      0.74%     99.85% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20               127      0.15%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total          86351                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                 51315520                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                698847588                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys              67629812                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               247183702.58706835                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               23920791.34632049                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                   2827239650575                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                       66016.53                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst    563546496                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data    130694939                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorWriteBytes::cpu.data      8321256                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrl.requestorReadRate::cpu.inst 199327452.585052788258                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.data 46227045.046925224364                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorWriteRate::cpu.data 2943243.853987313341                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrl.requestorReadAccesses::cpu.inst      8805414                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.data     23841447                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorWriteAccesses::cpu.data     10179379                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.inst 222262080368                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.data 620979939576                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::cpu.data 70115524680545                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     25241.53                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     26046.24                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::cpu.data   6887996.28                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst    563546496                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data    135301092                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total       698847588                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst    563546496                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total    563546496                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::cpu.data     67629812                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total     67629812                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst       8805414                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data      23841447                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total         32646861                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::cpu.data     10179379                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total        10179379                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst       199327453                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data        47856250                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total          247183703                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst    199327453                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total      199327453                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::cpu.data       23920791                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          23920791                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst      199327453                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data       71777041                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         271104494                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts              31845056                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts              1519991                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0        655999                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1        627651                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2        724101                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3        655687                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4        644310                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5       1512954                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6       6373201                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7       1147786                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8        625993                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9       2668088                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10     11996769                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11       689112                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12       919774                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13       563562                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14       590225                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15      1449844                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0         69191                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1         68754                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2         69092                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3         69460                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4         69089                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5         69072                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6         69452                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7         68583                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8         65513                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9         69644                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10       417809                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11        69579                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12        81959                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13        57267                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14        61485                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15       144042                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat             246147219944                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat           159225280000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat        843242019944                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrl.dram.avgQLat                  7729.53                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgBusLat                5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgMemAccLat            26479.53                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.readRowHits             28132164                       # Number of row buffer hits during reads (Count)
system.mem_ctrl.dram.writeRowHits              938365                       # Number of row buffer hits during writes (Count)
system.mem_ctrl.dram.readRowHitRate             88.34                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrl.dram.writeRowHitRate            61.73                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrl.dram.bytesPerActivate::samples      4294509                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::mean   497.230434                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::gmean   296.936891                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::stdev   412.238313                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::0-127      1040477     24.23%     24.23% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::128-255       779353     18.15%     42.38% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::256-383       359521      8.37%     50.75% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::384-511       242074      5.64%     56.38% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::512-639       238224      5.55%     61.93% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::640-767        58681      1.37%     63.30% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::768-895        68589      1.60%     64.89% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::896-1023       103650      2.41%     67.31% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::1024-1151      1403940     32.69%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::total      4294509                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.dramBytesRead         2038083584                       # Total bytes read (Byte)
system.mem_ctrl.dram.dramBytesWritten        97279424                       # Total bytes written (Byte)
system.mem_ctrl.dram.avgRdBW               720.873986                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrl.dram.avgWrBW                34.407915                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrl.dram.peakBW                  12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
system.mem_ctrl.dram.busUtil                     5.90                       # Data bus utilization in percentage (Ratio)
system.mem_ctrl.dram.busUtilRead                 5.63                       # Data bus utilization in percentage for reads (Ratio)
system.mem_ctrl.dram.busUtilWrite                0.27                       # Data bus utilization in percentage for writes (Ratio)
